tweet,happy_score,angry_score,surprise_score,sad_score,fear_score
“gujarat j&amp;k report new deaths total covid19 cases cross 1000” bigdata healthcare covid19 linux covid19usa covid19india covid19uk covid19canada covid19france covid19italy italylockdown usa indialockdown china iran uklockdown,0.0,0.5,0.0,0.0,0.5
london police should be doing something about the london coronavirus lockdown the army should also be in london now and also police forces and the army should be in all towns and cities across the uk doing something about the uk lockdown,0.0,0.0,0.0,0.5,0.5
day 3: uklockdown we might need home grown food soon my anthracitegrey windows by providing help lockdownuk coronaviruslockdown,0.25,0.25,0.25,0.25,0.0
does get 80% upto £2 500 as he's got covid19 covid_19 coronaupdate stayathomeandstaysafe stayhomesavelives uklockdown coronacrisisuk primeminister nhs keyworkers speedy recovery to all those infected,0.0,0.0,0.0,0.0,0.0
uklockdown + usa+ italystaystrong + spainlockdown= all stand with each other to confront chinesevirus,0.0,0.0,0.0,0.5,0.5
brilliant tom i was particularly impressed with the sweeper toomuchtimeonourhands uklockdown socialdistancing,1.0,0.0,0.0,0.0,0.0
spin doctors in full swing coronavirusoutbreak uklockdown ukgoverment,0.0,0.0,0.0,0.0,1.0
uk lockdown for 6months antaa 😊nijamgaa 😳,0.0,0.0,0.0,0.0,0.0
1/2 week 2 of the coronavirus uklockdown &amp; we are all adapting to the changes is our everyday lives &amp; routines never before have we been so challenged &amp; in need of a positive mindset we are also drawing on our reserved of resilience like we never thought possible,0.0,0.0,0.25,0.0,0.75
urgent: boris johnson positive praytogether for the prime minister and all world leaders humanity is under attack by covid19 coronaviruspandemic coronavirus ukcoronavirus uklockdown ukgoverment covid19us parliamentandbrexit,0.0,0.0,0.0,0.0,1.0
coronavirus: meet the ‘shielded’ enduring 12 weeks of isolation - just a reminder that for the rest of us it’s not as bad as you think uklockdown stayhomesavelives coronavirus,0.0,0.0,0.25,0.5,0.25
many of the british public clearly have no idea how far two metres is the uk has only been using the metric system for fifty years (it's 6ft 6in) uklockdown,0.0,0.0,0.0,0.0,1.0
coronavirus lockdown actually giving people all the time in the world 😂😂😂😂😂😂 uklockdown lockdownnow lockdown,0.0,0.0,0.5,0.0,0.5
this is sooooooo good - and so poignant at the moment - thanks (needed this) together uklockdown x,0.5,0.0,0.0,0.0,0.5
keep calm and go back 6 feet keep calm and stay home stayhomesavelives stayhome covid2019 coronavillains coronaviruslockdown uklockdown socialdistanacing keepcalmandcarryon keepyourdistance,0.5,0.25,0.0,0.25,0.0
online assignment help- round the clock assistance visit: online onlineassignmenthelp assignmentservices futurenostalgiaoutnow casalawards 5soslisteningritual pa goldberg coronavillains covid2019 covid uklockdown stayathomesavelives,0.0,0.0,0.0,0.0,0.0
birthday weekend covid2019 uklockdown,0.0,0.0,0.0,0.0,0.0
might as make use of the uklockdown and do the marvel movies right starting from the beginning - thanks to disneyplus 🙏 valuable information below 👇 quarantinelife,0.0,0.25,0.25,0.25,0.25
here krishiva doing his math homework for the day homeschooling uklockdown covid19,1.0,0.0,0.0,0.0,0.0
this pie is vegan deliciousness personified lockdown lockdownday11 londonlockdown uklockdown london2020 stayinside fruitpie fruitpies veganpie veganfruitpie vegan vegandesert pie londonlife lockdownbaking quarantinelife quaratinebaking baking veganbaking,0.0,0.0,0.0,0.0,1.0
we are probably closer to ireland but governed by uk lockdown rules,0.0,0.0,0.0,0.0,1.0
just did the ride with &amp; they had seriously impressive stats 😳 uklockdown golf coronalockdown,1.0,0.0,0.0,0.0,0.0
children’s colouring competition over at on instagram link on their bio on how to enter something to keep the children busy whilst they are at home colouring colouringcompetition homeschooling uklockdown carlisle cumbria,0.0,0.5,0.0,0.25,0.25
labours want to destroy our country and populate 🇬🇧 with bastards like she is borisjohnson uklockdown conservatives london,0.0,0.0,0.0,0.5,0.5
the online competition by has been launched to help keep children creating while on uklockdown 👉,0.0,0.0,1.0,0.0,0.0
the uk used a combination of money and ration points in their food rationing during ww2 today we use something similar if you think about limits coupons 'reward points' and cash not much has changed really newnormal uklockdown,0.0,0.0,0.83,0.0,0.17
this graph from the ft shows that sweden is doing better than the uk this suggests that the uk lockdown is an extreme measure and would appear to be an unnecessary destruction of our economy,0.0,0.0,0.29,0.14,0.57
in the meantime let’s recognise the police are facing literally unprecedented pressures &amp; challenges as they try to keep communities safe and thank them 2/3👏 police coronavirus uklockdown stayhomesavelives,0.0,0.33,0.0,0.33,0.33
coronavirus uk lockdown causes big drop in air pollution - via,0.0,0.0,0.0,0.0,1.0
climate change and trade wars are still here how will coronavirus impact them download our free magazine to find out tuesdaythoughts uklockdown economy,0.33,0.33,0.0,0.0,0.33
uk lockdown day 4 - mental health in isolation,0.5,0.0,0.0,0.5,0.0
andrea leadsom voted to stop nurses getting a pay rise in 2017 her appreciation of the nhs today is criminal ukgoverment uklockdown,0.0,0.0,0.0,1.0,0.0
the uk housing market had its strongest start for 4 years in jan and feb 2020 on the back of the confidence given by december's election result demand from buyers over the 7 days to 22 march was down 40% on the previous week according to a report by zoopla uklockdown,0.25,0.0,0.0,0.0,0.75
day 7 of uklockdown and i’ve just had chocolate cake for breakfast 🤦🏻‍♀️,1.0,0.0,0.0,0.0,0.0
this will do youtube youtubemusic music song parody corvid19uk uklockdown corvid19 subscribe isolation song singing original originalsong cover,0.0,0.0,0.0,0.5,0.5
random ss on snapchat (with like 10 text boxes) told me uk lockdown gonna be 6 months guys,0.0,0.0,0.0,1.0,0.0
he says that he'll continue leading via video calls borisjohnson coronavirusoutbreak uklockdown marketingstories,0.0,0.0,1.0,0.0,0.0
wow that was pretty amazing the whole town was clapping cheering beeping what a heartfelt sign that people really do care thanks to all of you out there doing your bit to keep the country going covid2019 uklockdown nhs,0.2,0.0,0.3,0.2,0.3
are you missing out on celebrating a special occasion because of the uk lockdown when this is all over you can still celebrate &amp; have excellent food &amp; service too catering surrey ukbusiness caterer food homecooking canape celebration birthday,0.33,0.0,0.33,0.33,0.0
beautiful blackpool sunset i captured during my bike ride during uklockdown for coronavirus tonight i could see north wales and the isle of man very clearly,1.0,0.0,0.0,0.0,0.0
take care of your mind coronalockdownuk uklockdown covidー19 isolation stayathomeandstaysafe stayhomesavelives mentalhealth,0.0,0.0,0.5,0.5,0.0
sign and share small company directors the back bone of the uk economy have been forgotten during this crisis 📝🦠 coronavirustruth uklockdown selfemployee forgotten forgottenfreelancers covid_19,0.0,0.29,0.14,0.0,0.57
uk lockdown must be lifted gradually could last six months - medical official uk coronavirus covid19,0.0,0.0,0.0,0.0,0.0
‘uk lockdown causes big drop in air pollution’ ‘some scientists have suggested that the number of early deaths avoided due to cleaner air might potentially outnumber the deaths from coronavirus ’ “we can actually achieve quite a lot without travelling ”,0.0,0.14,0.14,0.14,0.57
the world health organization is encouraging people to play games during coronavirus outbreak playaparttogether questionoftheday pubquiz amazonecho uklockdown alexagames,0.0,0.0,0.0,0.0,1.0
the view on my once a day quarantineexercise run along the river avon 🏃‍♂️😷 salisbury riveravon running lockdown2020 uklockdown coronavirus,1.0,0.0,0.0,0.0,0.0
“clean with me - coronavirus edition” out now covid_19 corona coronavirus newyork massachusetts newyork coronavirusupdates coronalockdown us uklockdown,0.0,0.0,0.0,0.0,0.0
a productive day bread lasagna and tagliatelle homemade stockpiling uklockdown,1.0,0.0,0.0,0.0,0.0
caught my granny on her second walk today luckily she got away 😜 another sketch just for fun trying to make light of these worrisome times remember one walk per day and keep up social distancing covid19uk uklockdown sketchbook art,0.43,0.14,0.0,0.14,0.29
i like many others walk this beach daily never seen these people bore so it is not there primary home day 5 now not leaving no toilet facilities there is enough to deal with without throwing weil's disease and dysentery into the mix uklockdown,0.25,0.0,0.0,0.5,0.25
coronavirus uk lockdown causes big drop in air pollution - new research by prof james lee in the,0.0,0.0,0.5,0.0,0.5
i've spent 100% more time trying to give my cat a proper daily routine than i have myself uklockdown,0.5,0.0,0.0,0.0,0.5
is it still safe to study in the uk uk lockdown and not let non-citizen leave what's the point borisjohnson ukgoverment uklockdown internationalstudents,0.0,0.0,0.5,0.5,0.0
professor joined yesterday to discuss the uk lockdown and why he thinks our response to covid-19 needs to be more strident watch here:,0.0,0.0,0.67,0.33,0.0
european air traffic: end of march 2019 vs 2020 coronavirus coronaviruspandemic coronavirususa coronavirusoutbreak coronaviruschallenge italy italycoronavirus usacoronavirus usa spreadtheword covidー19 covid lockdown stayathome francecoronavirus uklockdown,0.0,0.0,0.0,0.0,0.0
i asked my mum did she like my dress her response was everything 😂 uklockdown,0.0,0.0,0.25,0.5,0.25
true happiness is to enjoy the present without anxious dependence upon the future mondaymood mondayvibes mondaymotivation covid_19 mondaymorning teamaliasif lockdown fajr china uklockdown londonlife,0.67,0.0,0.33,0.0,0.0
police acknowledge confusion over uk lockdown rules • •,0.0,0.0,0.0,0.0,1.0
uk lockdown for 6 months (potentially) welp bang goes my war cosplay :(,0.0,0.0,0.0,0.0,1.0
suddenly people have no problem keeping safe distance 😷 if you are wearing a mask uklockdown coronavirus,0.0,0.0,0.0,0.5,0.5
maraname 🙄 covid2019 uklockdown,0.0,0.0,0.0,0.0,0.0
india lock down “total lockdown: migrant labourers' long painful march” bigdata healthcare covid19 linux covid19usa covid19india covid19uk canada covid19france covid19italy italylockdown usa indialockdown china iran uklockdown,0.0,0.0,0.0,0.5,0.5
boris johnson to warn uk: tougher lockdown may be necessary 🇬🇧😷 uklockdown,0.0,0.0,0.0,0.0,1.0
quarantune coming out with the uklockdown anthem,0.0,0.0,1.0,0.0,0.0
classic blue colour palette from my bag of stamps you’re welcome 💅colouroftheyear classicblue uklockdown,0.25,0.5,0.0,0.25,0.0
it sickens me that it takes a pandemic to enable this but if this can be done now it can be done when the uklockdown is over homeforthehomeless,0.0,0.0,1.0,0.0,0.0
day 7 of the uk lock down i spent pretty much all day listening to the rolling stones listening through bootlegs demos and outtakes and some official stuff made a couple of pretty decent compilations uklockdown,0.5,0.12,0.25,0.12,0.0
the first time i've agreed with you george we are living in interesting times uklockdown,0.5,0.0,0.5,0.0,0.0
today’s adventure uklockdown,0.0,0.0,0.0,0.0,1.0
coronavirus: uk lockdown last for up to 6 months with on-the-spot fines - business insider lockdown coronaviruslockdown,0.0,0.0,0.0,0.0,1.0
day 6 uklockdown (📔my diary) reflections over baked beans &amp; gluten free toast reality is sinking in uksupermarkets maxed out of home deliveries &amp; essential items 🤔💭was this self-imposed mass societal hysteria of over consumption really necessary 🤦🏻‍♀️🤷🏻‍♀️ coronaupdate uk,0.29,0.0,0.29,0.29,0.14
covid-19 update: we will be closed as of friday 27th march 2020 for the foreseeable future we can't wait to welcome you all back as soon as we are back up and running at backstronger uklockdown covid19uk,0.67,0.33,0.0,0.0,0.0
uk lockdown bars song by digga d - rolling (instrumental) (done as a mess about 🤪),0.0,1.0,0.0,0.0,0.0
having great fun using social media to keep in touch with friends during this uklockdown we are all posting silly shit to keep each other’s spirts up and even had an online dj playing last night can’t wait to see everyone again but for now this is still fun 😂 missingyou,0.4,0.0,0.2,0.1,0.3
